user_id,segment,avg._session_length,time_on_website,length_of_membership
110C4d4BBea87FD,Consumer,3.628192494,15.50439865,2.079715304
8c5C6dDE445bE12,Consumer,2.287901417,28.96149181,3.581623057
DFcA9e5aBdE255D,Consumer,4.627961766,35.74021154,1.259261781
BB2b3F32aA469A1,Consumer,2.774867345,42.01788357,1.499387859
973BA9c8EBd7Acd,Consumer,2.474733749,33.70189533,3.979270316
4Cdcb9cCF6b7B63,Consumer,4.875185786,19.95458791,
5c879dA08De10B1,Consumer,4.269389948,35.71181714,3.567716462
4e1e61826d7454b,Consumer,4.80059029,9.526382724,4.6699892
ecDdbBEeE1FfF1c,Consumer,3.286230622,22.9431744,0.824963596
5EfB4C4ea4ada2E,Consumer,3.373714749,9.210762005,1.226810784
542B99E0FBaFeB6,Corporate,4.34829956,37.34904559,4.224002419
EABF6Ae6EB7ACCF,Corporate,1.985346521,14.95882675,4.435363281
cB3D3F7c5F4B6e9,Corporate,3.136718841,,3.627776788
6F64425b4179B7e,Consumer,1.756470741,14.49582417,2.025593371
63A41AcffdE706a,Consumer,4.088624742,18.77304235,3.463362075
F74E2815ad1c6Bc,Corporate,,47.36193583,4.455604618
6693DCB95FCa5b7,Consumer,1.143878538,44.12044569,4.105638637
788B528aE7ED6ED,Consumer,2.921222304,44.56790173,3.100782172
75D6ce671EfBF2d,Consumer,3.059267118,18.8922656,4.395421581
cC8fe86a98ddD4B,Home Office,3.498062921,,3.866799892
5CcdF4Dbaff82Fa,Consumer,,40.96069903,4.969092974
16b285dbE23D4e8,Consumer,2.306161634,21.59959713,
3e1484bfd9ABCdd,Consumer,1.864743356,8.869032991,3.302930047
adEcc21FC45F4e5,Consumer,1.66854503,32.93770118,1.735621665
7bad0B85253b63b,Home Office,2.66593365,33.90902328,1.806559996
697d416d35A5FdB,Corporate,3.825018759,15.40178261,2.958781344
73cc11babBd1004,Corporate,1.803121586,15.35461739,3.638610375
85F9c0d6FEB8a7f,Corporate,2.494923194,12.94200855,4.76472073
6e757BFf3BEe7ed,Home Office,1.703326714,15.52671553,4.138135576
12E5fFa0C784F93,Home Office,2.572571312,38.973166,1.820892315
A44f518fF27a5C7,Consumer,2.494760446,20.4559942,2.242434946
b0BF93BB0b014f7,Consumer,4.096697613,11.4240472,1.098722284
4Faea63c364bDBf,Consumer,2.269899241,39.66326586,3.894988318
C361fbCe5f7B27C,Consumer,3.989072857,28.72814748,1.050643874
143BA14c1BECC32,Consumer,2.032187136,22.95583435,4.487608711
E8F6b0EaBFf0EfD,Consumer,2.822140133,30.89326947,1.857711083
8cACCfeE15Bb2d1,Consumer,3.318370934,15.28731204,3.135983728
84F1f4CE4aa768d,Consumer,4.869977984,20.87196779,2.796549299
BcF890aB45AEC47,Home Office,1.03786362,10.8013399,2.203061842
fB84EA36F639dda,Home Office,3.487236727,36.31234382,2.274879704
A3dd90E2646d8f5,Consumer,1.086227919,18.69602087,4.264091736
263B33c75735b8b,Consumer,3.185417641,47.90461669,3.589295862
fB1954Ba6DCBa55,Consumer,3.669120069,13.71973651,4.223240765
8737D3acc74D05C,Consumer,3.886690775,45.73195689,4.948159351
E3CAaA6e1baCbca,Consumer,0.929300455,47.30112571,3.390656897
fAbdac3Ac999CC5,Consumer,4.725121019,16.32915431,0.90747472
360Fe0A37130Fb4,Consumer,4.045077899,33.59352627,2.836601142
2AEe01e97B87E33,Home Office,2.068865011,15.65164923,3.807004291
e8C84fD0Ce25De4,Corporate,1.036576454,32.82070386,1.574645871
CD6F9f41ccDde73,Consumer,3.205419924,11.97536037,4.396902708
6c0F6984eE61D5E,Home Office,1.143477324,47.11844932,2.105132901
68F246aaefeBcFB,Home Office,1.612640497,36.89754435,1.737285297
DE7A1957fe00A28,Corporate,1.670348118,18.03332913,1.19773171
ECE95bFA0ee4ff5,Corporate,4.483368899,40.02851086,1.173227549
07daAF4057Ad2Aa,Corporate,3.704638545,33.99286361,3.485968782
905F457fAb70af7,Consumer,4.58139284,47.57000956,4.471240781
F8db60EEBd4eD7C,Consumer,1.706188186,14.18230759,3.095727112
Fa6248dec743e87,Consumer,2.808665964,22.76613901,3.63879802
Acf51b0ad0A77C4,Consumer,3.537909323,41.34278137,3.398264751
9F80AbE6EcAbFD4,Corporate,3.060990876,38.50886577,2.122298104
5033b29edA0a31c,Corporate,1.681669962,36.63668546,4.12298616
5Ff30b73Cef1E76,Corporate,4.52735057,25.11373892,1.998210826
4E06B9f9a15aCDC,Corporate,1.998825126,33.82470326,3.068503022
Ad55E5311AECEB0,Corporate,1.440080697,23.40644153,3.612569967
83c0ACB007e9D80,Consumer,4.8350961,26.86629032,1.827568496
f8fC46DB41dA50A,Consumer,4.804122979,17.69888904,3.649881119
EEd08890CB4eB3f,Consumer,4.040428299,22.99033235,4.031283769
906Ecdd68a9b6CC,Consumer,0.951774083,18.90604747,2.773818624
eF3f68f7025FC51,Home Office,0.800497942,39.60169937,3.306256349
daE25db23B1eEAD,Home Office,3.71936386,30.61485981,1.4384077
5EcEAD19Cb376F2,Home Office,2.613983121,18.58083406,2.648705878
6F4Eb34c3CAcD29,Corporate,1.303198162,16.78947818,2.466148436
Bda3f10C72EdcC8,Corporate,4.353051105,22.89237541,0.803970951
6ab2E7D1739BaDd,Consumer,1.48378346,41.38569142,3.037875269
7aa9A8e7d6b2d2a,Consumer,2.511809792,37.44526864,1.419618594
01aDE411b4b30C0,Consumer,4.596056767,36.14986144,1.203355868
f67c06f8dECD1D3,Consumer,4.106013186,46.21032524,3.034533136
5BBDA96cd137246,Corporate,2.743451251,23.50087722,4.149259975
00B10Cfe479aC3F,Corporate,3.801315573,11.27051853,4.872811134
ee025dfaC3EFb0F,Home Office,3.557061905,14.01400051,4.735062122
cCe8bFd14f2BFa0,Home Office,1.465292174,22.97847841,3.011494958
Ffe6b70DFA7f03c,Consumer,2.872081166,45.12784225,4.890841666
ab215e68EACD0F9,Corporate,4.923131103,31.39385252,4.453508137
2Adc9EBdA3cBcf7,Home Office,4.364023206,19.79892927,3.10555674
f7F04ec2cD24257,Home Office,1.625668793,20.80403758,2.148771179
f1EF2a5e9c4d9D7,Consumer,3.280558544,15.48916856,1.593552683
dD7743d7DBC94fE,Corporate,2.823195675,31.94082636,2.250207607
E0De5e4775789DE,Consumer,1.937726959,25.45718309,2.865449213
8fCD2700722d99F,Consumer,2.055258539,33.58593132,4.761681496
7C9fFf3167Eca8C,Consumer,1.099498335,44.78509945,1.774420477
f6BD6BD3B830a83,Consumer,4.181393213,20.58152642,4.029503783
B78aae8C92Def30,Consumer,1.577897888,9.468496689,1.705095103
5c798EaBfb4de9b,Consumer,0.903263517,33.02736326,3.952775186
cec177633F5bdf7,Corporate,1.672797104,44.05149893,2.775448009
cBEd4EDbe33B48A,Corporate,1.151410497,29.34312837,4.686859656
F8dbeAdfA4D567C,Corporate,1.801373183,16.99163568,0.98321984
be03b46cAb5C264,Corporate,2.960461987,28.87663774,3.067623001
494D609bcdf04B3,Corporate,2.484030833,36.50609142,3.100669291
f2ea22C5cCd3D7a,Corporate,4.925281236,12.31763839,3.935789729
f07d2667341b5B2,Corporate,1.193056867,39.81575478,3.147303765
a7369dBdfCae70F,Corporate,4.258087048,33.79230886,4.764686582
A6eAFe5dce01429,Corporate,4.032509971,37.3611375,1.619721008
7726cee9d7eecFd,Consumer,3.615979071,31.09869007,3.059916585
D1D6B2CfFFFfbed,Consumer,3.912978209,13.33476516,4.35948641
E5e148FB71509e9,Consumer,4.186387908,14.95437168,1.454966008
Db5D39Be888BC6b,Consumer,4.956969209,18.52044724,2.978825892
15045fea6ebafB4,Consumer,1.118184622,12.10517095,2.020885723
0bEFcc9755ac0bC,Consumer,0.91477172,31.2557137,4.314145538
F7f737E84BeFc7F,Consumer,2.631779215,13.71543322,3.195651319
8bDa1A527cae3bc,Consumer,3.717005249,14.72368978,4.419277437
caf1E02780cc7Bd,Consumer,4.204733773,37.43864709,2.589389598
eEb8321d0D36B9d,Home Office,3.827779334,10.83616229,3.320547914
F27ed8f681da5d9,Corporate,3.931417532,49.31451946,3.159553395
fF1E63fbf5e8fBF,Corporate,4.824041644,39.5226093,2.732689914
dC6B2D49f4e9a36,Corporate,2.630301723,9.108405959,0.831694603
0c70A677de78D7d,Corporate,2.974215591,35.04692188,1.69436835
2afa207a1AAa54B,Home Office,3.605357698,25.30077512,4.561005744
c2dcC4aEcabA6DE,Home Office,3.478455424,12.84357938,2.252243645
d7C812CcF07BAc9,Home Office,1.999427016,43.29405781,2.785088784
88bfeFeF4F6FAbc,Home Office,4.015703076,27.57877783,1.502667428
7d29bF53FF7AeDe,Corporate,1.20603159,41.54658451,2.287578585
bB249bcEf94ADBf,Consumer,0.932496118,9.907887561,2.970703862
80925C3ccb97915,Consumer,2.400821976,41.66041924,1.360683533
FEce936e977A0Ae,Consumer,1.765557154,12.86967899,4.547237905
E1AeB2deCc3FDCa,Consumer,2.563559444,31.44548426,2.751297501
c4C95cda4b422fB,Consumer,3.098935407,34.2150375,0.807137415
8dAaccbaC7Fafeb,Consumer,3.600354253,45.33089691,1.554645114
0C1e9FDD8FD80BC,Consumer,3.160867218,41.74518101,3.06395954
0287FfDcdc51f84,Consumer,1.151460404,12.24302559,3.168880202
C7DF38a1AECCa59,Consumer,3.8720987,18.6338604,1.794181781
D0b138DFa4ed2eA,Consumer,2.496405118,33.20991624,3.084137484
EDDA07E2f5b6d27,Consumer,1.556496137,37.63782398,2.477870018
b0FbfEbDdC56b0a,Consumer,4.764776606,20.36508826,3.133482991
342FfFfaF37067C,Corporate,1.546218632,49.29754683,1.87173746
1cf81Fb7E6C3bB4,Corporate,0.948266061,33.34215504,2.128572331
E82dab2FCDfe24F,Corporate,4.027086589,45.51087706,4.687769292
77E0cB83F33bd1B,Corporate,4.138808932,49.80954439,1.251685255
A1AB055A01192Cd,Corporate,,46.89274698,4.775347446
b1FeA85A0ab8c6D,Corporate,4.931999375,39.03074206,
B99782eB0Ce128A,Corporate,3.295802477,36.17988143,4.690830726
a7f38d4EF34c0fc,Corporate,3.900674398,39.60848436,2.751345488
F5EA3CaEc952b13,Corporate,3.719231837,19.18153788,4.422141806
Ea9ae0F8AEB4D03,Corporate,4.761341336,34.7456491,3.058151829
4B717260401fc3e,Corporate,1.512090467,,4.103497589
d31B58eFeEDEfeD,Corporate,1.653094096,38.93132818,2.787740225
BEe3Cff5E4df93d,Consumer,4.198745049,29.07585799,1.154770118
06EdF9d6A8b4ee0,Home Office,2.583495978,33.36159841,2.502777727
3A4d66C6E2aEc0B,Consumer,2.765322369,46.77662458,2.757271203
caBd91C0f690EF1,Consumer,0.856859453,29.19401587,3.985043353
B7eB12dCb1cD3F9,Consumer,3.8461723,28.34828601,0.881524082
0e0F6d388EfbB69,Consumer,1.650569163,30.13122574,2.305778458
C9A34bE60dA1aa4,Consumer,2.401916199,16.05133737,4.309278554
A8Faa5AEEf1360B,Consumer,,38.31583887,3.226004992
5211c1d3BBe8e67,Consumer,4.171205477,18.68692676,1.240584386
E22DF76Cd1CAdC5,Corporate,1.471796017,10.68317388,
83Def2bAA9c8F53,Consumer,1.125783473,27.46040842,1.182600636
d8CCbcEcc207183,Consumer,3.295292847,32.55148824,4.573502858
B8ddfF2fE23d98d,Consumer,3.239424599,19.13531401,0.985131836
aB4cD454c3675dE,Corporate,1.302445778,30.44071619,2.790087376
Cd22DaDb6A48F8F,Corporate,1.080847886,23.61439285,0.975065323
2b6a5e25da8C156,Corporate,4.365068616,18.08265018,4.872753887
edfc5fa0d7f1AA2,Corporate,,23.12523151,4.291605644
D9E54CB8FE9Ed00,Corporate,2.788615564,43.73025715,1.413167057
484dFB90dB3b54f,Corporate,2.939989255,24.93433474,1.491558132
22Af176179A5652,Corporate,3.719311812,31.57629175,2.132744755
35220Ef8Ee3A3fF,Corporate,1.50087278,49.80262546,
3e0Da2cEeEfD4F2,Corporate,0.840969859,17.16642737,3.72253191
0FD4be593CB7CAc,Corporate,1.059007208,,2.513087236
BbDA6b5ddB9cb6C,Consumer,2.413833603,9.707827215,3.940346342
54Ca7CAe935DBe2,Consumer,3.202663849,48.07250843,4.535209236
9924ece3e8acfe2,Consumer,2.200017046,10.80809182,0.965091702
2D83785DecdF1CA,Consumer,4.702803302,38.67604786,4.195749158
d54feFf9fedFC7F,Corporate,4.92200735,49.86855192,1.212687161
072C8772946e8CB,Consumer,4.15487705,10.66813417,1.440252693
8D6047C616E6fE5,Consumer,2.97070846,41.28708345,4.806834831
e8eF0EbA1BfAA0A,Consumer,1.37650491,24.36029609,2.693017829
57d83c377c56aBb,Home Office,3.454017133,34.20514518,3.514521739
Aad077D2af3cAba,Home Office,4.340251201,41.64451308,1.714701281
BFeb19AbD5992a4,Home Office,3.124852146,12.53011781,3.40931992
8dC3A79614ff3B2,Consumer,4.707070305,49.94291824,2.784655811
50E5Bf4fbEF57E8,Home Office,3.200087722,19.66740734,1.002958777
FED06DCc7cDDD6A,Consumer,4.009294866,36.46130114,1.216941925
eE7efeCf5E6Ad5f,Consumer,0.904814984,18.41366743,3.17168179
a37f4e5cbe62e11,Consumer,2.24090012,19.57402157,3.5895408
Be9Bce16B3D56BF,Consumer,4.077014985,33.59600922,2.548217099
744AEbfc9AAAf7B,Corporate,4.741604294,48.45015465,3.300371287
e6a651eEea8b069,Corporate,1.81057694,33.60303751,4.230776999
Df87fdDbF8734fA,Corporate,2.360330059,31.68483823,2.820747784
E45C3BE3cdAa83E,Consumer,1.77240445,24.99122908,2.435237046
B0Ac9AaF0D9Bb1F,Consumer,3.931671815,11.28581315,2.28270181
A6509183ec47a92,Corporate,4.02047156,46.32526837,4.567065067
eF7b588Ced63B80,Consumer,4.380861098,9.421287695,2.961101019
5Ad9F765a2B27Ca,Consumer,4.423246162,47.82668755,1.349248278
9C61C173EB8FEaF,Consumer,3.852390922,17.42174246,4.27838621
acbc26FcEAf24C9,Home Office,4.053977016,13.61061667,2.367212211
Faa596CEeebB2eA,Home Office,4.435216057,12.13184493,1.071302308
a0DFC6b88Bf40A8,Home Office,3.964330991,35.61989545,1.161950446
ec733EEEdA7eFb8,Consumer,3.412711667,15.94175671,1.408287437
Aa49CD5400bDafE,Home Office,3.141088538,50.06570015,1.61853194
Cef23195BAdF9Dd,Home Office,4.748875065,35.45123657,1.643702411
Bb80C4991dbcDC6,Consumer,1.601679737,39.64219225,3.827300439
a13D4b5248cF8EA,Corporate,4.158764462,21.26870349,3.32491956
fBcECEE77da1C1b,Consumer,2.330815301,49.37187902,1.384081188
bfe8E7dDcDe0a39,Consumer,4.715536097,42.3053139,2.956974662
6e127daee8bcf5B,Consumer,2.533719444,28.75043787,1.695101054
A925C315AF9baD4,Consumer,1.664795945,48.59159112,3.936459978
EbC0d45B77FD952,Consumer,4.580514604,39.00557569,4.364935476
dDbc9CB4eF6F8Bc,Consumer,3.848255046,31.57292202,1.282931389
feBce7C69aFf7a2,Consumer,1.923204316,45.93261283,2.545145158
B7B1c7E5Bd06B23,Corporate,3.2626186,30.89572157,2.082340963
1701cFe9ee1BEDa,Consumer,,49.78346263,4.000244612
AaB26D4Aec10784,Consumer,3.859694541,12.33656189,0.892666663
0fdc2EE0Cd61B4A,Consumer,4.514710295,25.77279877,1.067855591
e39063ACF0A38bf,Consumer,2.341998046,45.77237834,4.519082556
490d27aF11A8051,Consumer,2.784857096,10.47200878,2.966967436
30F4D9D9Cd682A2,Home Office,4.301601755,,4.103744793
48B81DEFbC30B58,Corporate,3.116109223,12.08417771,4.781210827
54C8EeC68C5D77b,Consumer,2.932841109,38.06953325,4.428627566
96e2e7FCba574A0,Corporate,4.774109459,48.90227656,2.520929058
A7026cCFaFBD3Ed,Corporate,1.490393133,12.9460607,4.529427798
7Bca22A2C250540,Consumer,1.339468173,48.47844403,4.637173181
A5b2F396c2Efdaa,Consumer,,41.47792675,2.519124125
4AF351eADa5dA93,Consumer,1.709447406,43.15640573,2.152461325
3fEA6ab1E20cd7b,Consumer,1.17156963,35.36829481,2.425741257
75eefAca914cCEC,Corporate,4.999316951,25.2714048,1.398106494
7B24f5223b4d2bD,Corporate,2.273799592,48.94956551,2.221499998
26Bc6FC8addc60F,Corporate,1.138888969,12.75991144,3.444804753
7ABe20dAbADf731,Corporate,3.912067317,34.86336277,1.498356851
0Df45EBDf8E73Dc,Corporate,3.472083843,19.23907775,5.00782475
2067bBE7da44F7F,Corporate,2.772635904,42.16322003,3.555765842
E488776d7bF1b39,Consumer,2.861150333,27.89194864,4.087861415
0A7af8cFEBEa9fF,Consumer,3.118660073,28.86336041,2.095930326
14E7c2F6064bda7,Consumer,3.515512301,37.7462282,1.999115585
D27292735cfcFfE,Consumer,2.556690477,31.91062275,2.620528242
6C6EBE21BB90aa3,Home Office,2.501677024,18.25935508,1.885247154
bf992cC42EE0220,Home Office,2.9344376,12.88372578,2.149027069
D0597c36Ea4aAc5,Home Office,3.249399064,30.62213604,4.434688864
cBd27Bf4d719db2,Home Office,4.528555014,33.43741414,3.228260221
fF9Fc43EcdB5caE,Consumer,1.453445219,31.17491489,4.347442429
CCC718Adcf6e36c,Corporate,4.258678008,31.52011276,1.213405919
1E84B7e3bB68be3,Home Office,3.699823116,22.47699831,4.977604803
cfcCF426d55a7c0,Corporate,2.456344178,41.2129207,2.435303672
8DbAfcAEE3B0c7D,Corporate,3.429796461,28.16647842,3.91030439
Bda6DBD1E40bccc,Corporate,1.147598168,46.0913783,3.685803013
92ACdDb5D2b74E6,Consumer,1.762784016,35.03998804,3.340421484
b1cA2807F6Ae5df,Consumer,1.442424786,12.25464752,3.358206639
16eEf77ACB75E93,Consumer,1.25311567,27.78484057,0.979980508
b10a2C1CF3a5bF5,Consumer,3.984084505,10.29205751,3.817067092
0C32bA688De6268,Home Office,3.781306219,34.04387895,3.668541704
fBc35Bfb73dC17F,Corporate,,32.76069741,3.138332141
fc3CB9d2e85aBbF,Corporate,1.080405643,37.83513564,2.577245557
f01AdaB8B3AfBfD,Consumer,1.132365532,29.62616305,1.043840446
269be4B5768bd6b,Consumer,2.686111352,49.38608269,2.94622567
14B38Ec68C477bF,Corporate,2.734992443,23.06348255,1.07886432
e6BC43D8cf13Ea9,Corporate,3.917085165,48.65422308,3.094650924
8aC48342dbe4fbb,Corporate,1.417182776,,2.717554604
0Ca2c8E0eBaBe74,Corporate,2.796362269,46.18778084,4.952371757
fe5Bc6001cc8eB2,Corporate,2.234596812,32.99156167,1.637626824
6Acb3f68ddCD80D,Corporate,2.408346675,49.45046667,4.968305861
D658bE50029dB28,Home Office,3.072404942,39.09269338,1.249044895
e7f7eD70DDC0D68,Corporate,2.190300882,12.28405484,4.587178458
80C4Ce19b282Bbe,Corporate,2.569428266,,2.676644925
5A0B1Ee0cb91BAA,Corporate,4.05244389,11.64108733,2.474119156
ECd9Aa81a2F910E,Corporate,4.567029649,13.60352296,3.168176608
9060DaBc489deb4,Corporate,1.185013957,15.47587781,4.710337347
1f2BCfF578A93BB,Corporate,3.974482782,38.63482641,
3c0E06B68f74DDe,Corporate,1.718740695,13.78975463,3.871333225
5dC0a6ABCFd3a8D,Consumer,3.44595482,40.45938507,3.280352807
da132A019D91E90,Consumer,2.839280895,9.679941986,4.85279841
00cAFA5b30b0fC1,Consumer,1.751120285,34.16463343,1.667092696
daCeBB2aa3AaD49,Consumer,2.268073638,12.08176377,3.452721719
d82EffD1aB9aedD,Consumer,3.959466557,28.3688347,1.056926305
7ddA57a70d47cbB,Consumer,1.951766048,10.87993475,1.289372526
bbA19cdAef8acdB,Consumer,3.698423267,,4.03857307
1501c6E5Ba948B7,Consumer,4.936652964,16.80657917,2.845211488
03a2272d45aCeCC,Consumer,4.880663521,49.43713214,4.867327614
7B544Bbe82448e5,Consumer,4.147116155,20.64563982,1.823700634
CF52Aa1578BEa23,Consumer,2.871847561,44.6672047,3.41136893
c8B9CdbbFF3A1aA,Consumer,2.005184804,27.62704629,4.587207407
83C068c1d17fA95,Consumer,0.976388826,39.21322165,2.022427407
8a0e959cFBd81c7,Consumer,2.550018656,28.14833024,4.164045108
D5CFeEE4D60e39a,Consumer,0.861792811,34.88931121,4.413557198
d47f47afDbB5C4e,Consumer,1.097510137,30.80832292,
EABc8dA4bdC6C3f,Consumer,1.791454085,25.92702934,3.27385829
4fC618Cbd1deD30,Corporate,,32.33934507,0.82803512
52f0ECaeC090EBC,Consumer,1.656237253,34.0732999,3.598327889
31Cf3089Baef8cF,Consumer,3.587318027,48.54281191,1.15143992
CCdFc5Acd4F5647,Consumer,1.135612258,41.449949,3.226191203
FfcFeb4dF07ACd3,Corporate,3.773301583,44.67196035,1.251270696
4634eaC4b3d6bDa,Corporate,3.155924875,48.91509198,3.474357398
aaE95EfD3BDf7EE,Corporate,4.245028035,13.19846316,4.661343139
7466af9B8bFECEa,Corporate,1.006479624,38.4365244,2.083090795
aa2Ce7b8f92cb80,Corporate,3.424329832,9.118165637,1.839937324
A0ac4Ad2cb5bDaD,Corporate,2.08050125,16.6682316,2.896455581
45aCEAC4381ceA4,Corporate,4.262699995,34.15185008,3.481038579
614AAed59BC3bbf,Consumer,1.801069877,27.7616181,1.125570197
4cdA8DD50aEF802,Home Office,2.532109836,30.27563854,2.78173621
DE0a8C233EDAA2D,Home Office,4.215393824,31.33548805,2.684022776
4555C132f7f9B59,Home Office,3.292868687,28.32039228,3.316429759
C2bcdBc4D819B06,Consumer,1.276167937,13.90872946,1.140893694
a2A7e48FdeB6b82,Consumer,4.907942632,15.09286463,4.238032012
EE4cfccBa47ddBE,Consumer,4.416243761,10.10410244,3.052504286
DEFAead6f24B9b3,Consumer,2.733327068,8.867251881,2.618562635
db6a26DfE6BcD2d,Home Office,3.152927724,49.91428127,4.543706592
d149c2b26bb2e2A,Consumer,0.958823627,34.20463773,0.868310312
DDd4d19FF0Bc3Df,Home Office,0.902760791,15.95079537,4.268267173
8FAed4B6eC5F4bB,Corporate,4.632622153,45.0110811,4.176081368
